name,name_fr,name_ar,layer,lat,lng,wilaya_code,wilaya_name_fr,wilaya_name_ar,nid_fr,nid_ar,has_virtual_tour,source
Palais royal du Mechouar,Palais royal du Mechouar,قلعة المشور تلمسان,protected-cultural-property,34.881607,-1.308965,13,Tlemcen,تلمسان,95,715,true,patrimoineculturelalgerien.org
Le phare de l'ancienne mosquée d'Agadir:,Le phare de l'ancienne mosquée d'Agadir:,منارة الجامع العتيق بأقادير,protected-cultural-property,34.889444,-1.300056,13,Tlemcen,تلمسان,1472,716,false,patrimoineculturelalgerien.org
Mosquée Sidi Boumediene,Mosquée Sidi Boumediene,مجمع سيدي بومدين,protected-cultural-property,34.878056,-1.289611,13,Tlemcen,تلمسان,96,717,false,patrimoineculturelalgerien.org
Le dôme de Sidi Al-Daoudi,Le dôme de Sidi Al-Daoudi,قبة سيدي الداودي,protected-cultural-property,34.890861,-1.302,13,Tlemcen,تلمسان,1473,718,false,patrimoineculturelalgerien.org
Mosquée et mausolée de Sidi Brahim El Masmoudi,Mosquée et mausolée de Sidi Brahim El Masmoudi,مسجد و ضريح سيدي ابراهيم المصمودي,protected-cultural-property,34.881806,-1.311139,13,Tlemcen,تلمسان,,719,false,patrimoineculturelalgerien.org
Grand bassin,Grand bassin,الحوض الكبير,protected-cultural-property,34.880528,-1.317333,13,Tlemcen,تلمسان,1476,720,false,patrimoineculturelalgerien.org
La Grande Mosquée et ses installations,La Grande Mosquée et ses installations,المسجد الأعظم ومرافقه,protected-cultural-property,34.884,-1.310389,13,Tlemcen,تلمسان,1479,721,false,patrimoineculturelalgerien.org
Mosquée Sidi El Haloui,Mosquée Sidi El Haloui,مسجد سيدي الحلوي,protected-cultural-property,34.888444,-1.307917,13,Tlemcen,تلمسان,,722,false,patrimoineculturelalgerien.org
Babe el karmadine,Babe el karmadine,باب القرمادين,protected-cultural-property,34.886611,-1.316583,13,Tlemcen,تلمسان,1501,723,false,patrimoineculturelalgerien.org
Bab El Khemis,Bab El Khemis,باب الخميس,protected-cultural-property,34.874139,-1.325167,13,Tlemcen,تلمسان,,724,false,patrimoineculturelalgerien.org
Mosquée Sidi El Senousy,Mosquée Sidi El Senousy,ضريح سيدي السنوسي,protected-cultural-property,34.880306,-1.299583,13,Tlemcen,تلمسان,1481,725,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique Hamdane Hadjadji,Bibliothèque principale de lecture publique Hamdane Hadjadji,المكتبة الرئيسية للمطالعة العمومية حمدان حجاجي,library,36.261447,1.957331,44,Aïn Defla,عين الدفلى,,726,false,patrimoineculturelalgerien.org
Ain lahnech,Ain lahnech,عين الحنش,protected-cultural-property,36.205833,5.663333,19,Sétif,سطيف,1446,727,false,patrimoineculturelalgerien.org
Lacitadelle,Lacitadelle,القلعة البيزنطية,protected-cultural-property,36.191111,5.404167,19,Sétif,سطيف,1447,728,false,patrimoineculturelalgerien.org
Zaraya,Zaraya,زراية,protected-cultural-property,35.796389,5.679722,19,Sétif,سطيف,1448,729,false,patrimoineculturelalgerien.org
Ain El Fowara,Ain El Fowara,عين الفوارة,protected-cultural-property,36.189167,5.404722,19,Sétif,سطيف,1450,731,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique martyr Ahmed Belous,Bibliothèque de lecture publique martyr Ahmed Belous,مكتبة المطالعة العمومية  الشهيد أحمد بلوس,library,35.14406,5.835813,07,Biskra,بسكرة,,732,false,patrimoineculturelalgerien.org
Kef Zmem,Kef Zmem,كاف زمام,protected-cultural-property,35.814167,5.693611,19,Sétif,سطيف,1449,733,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique Mahboub Bouzidi,Bibliothèque de lecture publique Mahboub Bouzidi,مكتبة المطالعة العمومية محبوب بوزيدي,library,34.184268,4.45405,07,Biskra,بسكرة,,734,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique – commune de Doucen,Bibliothèque de lecture publique – commune de Doucen,مكتبة المطالعة العمومية - بلدية الدوسن,library,34.592528,5.099907,07,Biskra,بسكرة,,735,false,patrimoineculturelalgerien.org
Théâtre de plein air de Biskra,Théâtre de plein air de Biskra,مسرح الهواء الطلق  بسكرة,theatre,34.432917,5.068155,07,Biskra,بسكرة,,742,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique – commune de M'Khadma,Bibliothèque de lecture publique – commune de M'Khadma,مكتبة المطالعة العمومية - بلدية امخادمة,library,34.653012,5.474884,07,Biskra,بسكرة,,743,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique martyr Faradjallah Kherkhache Messaoud – commune de Lioua,Bibliothèque de lecture publique martyr Faradjallah Kherkhache Messaoud – commune de Lioua,مكتبة المطالعة العمومية الشهيد فرج الله خرخاش مسعود - بلدية ليوة,library,34.633046,5.401823,07,Biskra,بسكرة,,744,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique d'Illizi,Bibliothèque principale de lecture publique d'Illizi,المكتبة الرئيسية للمطالعة العمومية إيليزي,library,26.517045,8.479571,33,Illizi,إليزي,,746,false,patrimoineculturelalgerien.org
Bibliothèque principale de lecture publique Mbarek Ben Salah,Bibliothèque principale de lecture publique Mbarek Ben Salah,المكتبة الرئيسية للمطالعة العمومية ' امبارك بن صالح ',library,36.449875,6.267147,43,Mila,ميلة,,748,false,patrimoineculturelalgerien.org
Vieille ville de Mila,Vieille ville de Mila,ميلة القديمة,protected-cultural-property,36.450836,6.272797,43,Mila,ميلة,1409,750,false,patrimoineculturelalgerien.org
Site archéologique Ain Tamda,Site archéologique Ain Tamda,عين تامدة,protected-cultural-property,36.3493,6.145944,43,Mila,ميلة,1553,753,false,patrimoineculturelalgerien.org
Le tombeau de Massinissa,Le tombeau de Massinissa,"ضريح الصومعة بالخروب "" ضريح ماسينيسا """,protected-cultural-property,36.272191,6.725129,25,Constantine,قسنطينة,104,755,false,patrimoineculturelalgerien.org
Arcades romaines,Arcades romaines,الأقواس الرومانية,protected-cultural-property,36.350462,6.617342,25,Constantine,قسنطينة,,756,false,patrimoineculturelalgerien.org
Vieille ville de Constantine,Vieille ville de Constantine,المدينة القديمة بقسنطينة,protected-cultural-property,36.364987,6.612566,25,Constantine,قسنطينة,,757,false,patrimoineculturelalgerien.org
Palais du Bey,Palais du Bey,مسجد حسن باي,protected-cultural-property,36.367138,6.611696,25,Constantine,قسنطينة,130,758,false,patrimoineculturelalgerien.org
Mosquée Sidi Lakhdar,Mosquée Sidi Lakhdar,مسجد سيدي لخضر,protected-cultural-property,36.367646,6.613884,25,Constantine,قسنطينة,,759,false,patrimoineculturelalgerien.org
Grande Mosquée,Grande Mosquée,الجامع الكبير,protected-cultural-property,36.366033,6.612437,25,Constantine,قسنطينة,,760,false,patrimoineculturelalgerien.org
Mausolée de Lollius Urbicus,Mausolée de Lollius Urbicus,ضريح لوليوس أربيكيوس,protected-cultural-property,36.48977,6.483471,25,Constantine,قسنطينة,,761,false,patrimoineculturelalgerien.org
Mosquée et médersa El Kettania,Mosquée et médersa El Kettania,الجامع و المدرسة الكتانية,protected-cultural-property,36.369687,6.613233,25,Constantine,قسنطينة,,762,false,patrimoineculturelalgerien.org
El Khroub – villa romaine d'El Mouzina,El Khroub – villa romaine d'El Mouzina,الخروب، المنزل الروماني بالموزينة,protected-cultural-property,36.277821,6.696115,25,Constantine,قسنطينة,,763,false,patrimoineculturelalgerien.org
Musée Public  National des Arts et Expressions Culturelles Traditionnelles,Musée Public  National des Arts et Expressions Culturelles Traditionnelles,قصر الباي,protected-cultural-property,36.367798,6.611537,25,Constantine,قسنطينة,195,764,true,patrimoineculturelalgerien.org
Mausolée de Sidi Abdelkader Ben Mohamed dit Sidi Cheikh,Mausolée de Sidi Abdelkader Ben Mohamed dit Sidi Cheikh,ضريح سيدي عبد القادر بن محمد الملقب ( سيدي الشيخ),protected-cultural-property,32.891639,0.545444,32,El Bayadh,البيض,,765,false,patrimoineculturelalgerien.org
Chapelle catholique,Chapelle catholique,مصلى الكاثوليك,protected-cultural-property,32.896528,0.545528,32,El Bayadh,البيض,,766,false,patrimoineculturelalgerien.org
Tombe de l'écrivaine Isabelle Eberhardt,Tombe de l'écrivaine Isabelle Eberhardt,قبر الكاتبة النمساوية إزابيل إبرهارد,protected-cultural-property,32.749412,-0.588078,45,Naâma,النعامة,,767,false,patrimoineculturelalgerien.org
Centre de torture colonial d'El Dzira,Centre de torture colonial d'El Dzira,مركز التعذيب الإستعماري الدزيرة,protected-cultural-property,32.73358,-0.59872,45,Naâma,النعامة,,768,false,patrimoineculturelalgerien.org
Ancien cimetière communal,Ancien cimetière communal,مقربلدية قديمة,protected-cultural-property,33.54661,-0.27926,45,Naâma,النعامة,,770,false,patrimoineculturelalgerien.org
Camp d'internement et centre de torture de la citadelle de Cheikh Bouamama (Moghrar Tahtani),Camp d'internement et centre de torture de la citadelle de Cheikh Bouamama (Moghrar Tahtani),معتقل ومركز تعذيب بقلعة الشيخ بوعمامة ( مغرار التحتاني ),protected-cultural-property,32.49516,-0.46397,45,Naâma,النعامة,,774,false,patrimoineculturelalgerien.org
Centre de torture de la gare ferroviaire,Centre de torture de la gare ferroviaire,مركزتعذيب محطة القطار,protected-cultural-property,32.36736,-0.80109,45,Naâma,النعامة,,775,false,patrimoineculturelalgerien.org
Théâtre de plein air de Djanet,Théâtre de plein air de Djanet,مسرح على الهواء الطلق بلدية جانت,theatre,24.572021,9.463324,33,Illizi,إليزي,,776,false,patrimoineculturelalgerien.org
Empreintes de dinosaures,Empreintes de dinosaures,أثار بصمات الديناصور,protected-cultural-property,33.711639,1.034278,32,El Bayadh,البيض,,777,false,patrimoineculturelalgerien.org
Site romain de Lucu,Site romain de Lucu,الموقع الروماني LUCU,protected-cultural-property,34.952952,-0.115542,20,Saïda,سعيدة,,778,false,patrimoineculturelalgerien.org
Mosquée Sidi Boumediene,Mosquée Sidi Boumediene,مسجد سيدي بومدين,protected-cultural-property,34.877869,-1.289625,13,Tlemcen,تلمسان,,815,true,patrimoineculturelalgerien.org
Palais du Dey d'Alger,Palais du Dey d'Alger,قصر الداي,protected-cultural-property,36.784335,3.055006,16,Alger,الجزائر,205,816,true,patrimoineculturelalgerien.org
Musée national Public d'art moderne et contemporain,Musée national Public d'art moderne et contemporain,المتحف العمومي الوطني للفن الحديث و المعاصر,museum,36.777301,3.057572,16,Alger,الجزائر,101,817,true,patrimoineculturelalgerien.org
Musée Emir Abdelkader Miliana,Musée Emir Abdelkader Miliana,متحف الأمير عبدالقادر مليانة,museum,36.306223,2.237311,44,Aïn Defla,عين الدفلى,204,818,true,patrimoineculturelalgerien.org
Pyramide de Lejdar,Pyramide de Lejdar,أضرحة لجدار الجنائزية,protected-cultural-property,35.113055,1.212484,14,Tiaret,تيارت,109,819,true,patrimoineculturelalgerien.org
Musée Public National du Bardo,Musée Public National du Bardo,المتحف الوطني باردو,museum,36.760365,3.046238,16,Alger,الجزائر,1,820,true,patrimoineculturelalgerien.org
Théâtre Régional de Bejaia,Théâtre Régional de Bejaia,المسرح الجهوي بجاية,theatre,36.752452,5.083377,06,Béjaïa,بجاية,40,821,true,patrimoineculturelalgerien.org
Ksar de Kenadsa Centre Hist.Vivant,Ksar de Kenadsa Centre Hist.Vivant,قصر القنادسة,protected-cultural-property,31.55572,-2.439607,08,Bechar,بشار,54,822,false,patrimoineculturelalgerien.org
Ksar de Témacine,Ksar de Témacine,قصر تماسين,protected-cultural-property,33.016806,6.018556,30,Ouargla,ورقلة,,823,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique – commune de Chellal,Bibliothèque de lecture publique – commune de Chellal,مكتبة المطالعة العمومية بلدية الشلال,library,35.516406,4.38568,28,M'Sila,المسيلة,,824,false,patrimoineculturelalgerien.org
Vestiges des remparts de Cherchell,Vestiges des remparts de Cherchell,بقايا اسوار المدينة شرشال,protected-cultural-property,36.6098,2.19848,42,Tipaza,تيبازة,,825,false,patrimoineculturelalgerien.org
Bibliothèque de lecture publique – commune d'Aïn El Hadjel,Bibliothèque de lecture publique – commune d'Aïn El Hadjel,مكتبة المطالعة العمومية ببلدية عين الحجل,library,35.676105,3.885922,28,M'Sila,المسيلة,,826,false,patrimoineculturelalgerien.org
Ksar de Ouargla,Ksar de Ouargla,قصر ورقلة العتيق,protected-cultural-property,31.968139,5.32725,30,Ouargla,ورقلة,71,827,false,patrimoineculturelalgerien.org
Aïn Grimidi,Aïn Grimidi,عين قريميدي,protected-cultural-property,35.87645,3.730046,28,M'Sila,المسيلة,,828,false,patrimoineculturelalgerien.org
Zaouïa d'El Hamel,Zaouïa d'El Hamel,زاوية الهامل,protected-cultural-property,35.132447,4.083856,28,M'Sila,المسيلة,,829,false,patrimoineculturelalgerien.org
Musée public d'El Menia,Musée public d'El Menia,المتحف العمومي المنيعة,museum,30.583946,2.88531,47,Ghardaïa,غرداية,,831,false,patrimoineculturelalgerien.org
Hôpital d'Eddour,Hôpital d'Eddour,مستشفى الدور,protected-cultural-property,35.283315,4.816208,28,M'Sila,المسيلة,,832,false,patrimoineculturelalgerien.org
